1.304464e-04, 1.214515e-04, 2.050718e-04, 4.772135e-05, 2.047063e-04, 2.483664e-04, 8.418517e-05, 1.132081e-04, 1.080560e-04, 2.725704e-04, 
8.215539e-05, 3.297790e-04, 9.636612e-05, 2.416158e-04, 2.842699e-04, 2.646097e-04, 1.385659e-04, 3.211348e-05, 9.139323e-05, 1.458297e-04, 
1.056438e-04, 3.065112e-05, 1.399396e-05, 1.824095e-05, 1.995572e-04, 3.309942e-04, 1.021178e-04, 1.892355e-04, 5.893972e-05, 1.205446e-04, 
7.947097e-05, 1.954212e-04, 1.363719e-04, 1.631933e-04, 1.266896e-04, 2.676704e-04, 1.037681e-04, 1.469516e-04, 1.794857e-04, 1.637016e-04, 
8.924389e-05, 4.651345e-05, 1.498227e-04, 7.169776e-05, 1.381213e-04, 2.056447e-04, 7.174082e-05, 9.469052e-05, 1.099185e-04, 7.400630e-05, 
1.101452e-04, 1.238289e-04, 3.024099e-05, 2.035370e-04, 5.007347e-05, 8.290530e-05, 1.279923e-04, 3.044934e-05, 1.313367e-04, 5.194013e-05, 
2.269868e-05, 1.416695e-04, 9.698531e-05, 1.337806e-04, 2.865987e-05, 9.541562e-05, 1.653957e-04, 1.647488e-04, 1.213798e-04, 1.150746e-05, 
1.774979e-04, 7.589979e-05, 5.910901e-05, 3.010554e-04, 1.106999e-04, 1.139890e-04, 1.455532e-04, 2.123797e-04, 1.670638e-04, 9.050370e-06, 
1.745257e-04, 1.033342e-04, 1.062602e-04, 2.893939e-04, 6.628858e-05, 1.843754e-04, 2.983883e-05, 8.685442e-05, 1.749798e-04, 2.200358e-04, 
1.024284e-04, 1.013404e-04, 1.185726e-04, 2.620189e-04, 1.463334e-04, 1.204210e-04, 2.595016e-04, 2.248183e-04, 1.027736e-04, 2.252497e-04, 
1.383015e-04, 9.466357e-05, 7.693360e-05, 4.162395e-05, 5.650605e-05, 2.754483e-05, 1.413863e-04, 2.667879e-04, 3.689330e-04, 5.837638e-05, 
1.111308e-04, 9.723722e-05, 9.551066e-05, 5.266098e-05, 1.251163e-04, 1.020382e-04, 1.871825e-04, 2.611363e-04, 6.829650e-07, 1.136437e-04, 
6.537790e-05, 4.747105e-05, 1.243533e-04, 1.406043e-04, 2.687464e-04, 2.095813e-04, 5.952850e-05, 1.750741e-04, 1.648927e-04, 2.180349e-04, 
2.784765e-04, 7.204578e-05, 1.337711e-04, 2.095180e-05, 6.793458e-05, 1.091873e-04, 6.830350e-05, 2.263812e-04, 9.510060e-05, 1.106173e-04, 
2.733642e-05, 1.596889e-04, 1.957476e-04, 1.287203e-05, 1.976040e-04, 3.302810e-04, 2.713811e-05, 9.960768e-05, 1.420040e-04, 3.422885e-04, 
2.042715e-04, 2.780990e-04, 6.697685e-05, 1.191116e-04, 1.429915e-04, 1.071446e-04, 2.237770e-04, 1.128871e-04, 1.611835e-04, 1.026121e-04, 
